comment,label
lien svp eli tesra9,neutre
enti mezyana yeziii,negatif
ارخص انسان في تونس,negatif
waktech tahbet hethi,neutre
فنان موهوب,positif
kolha et9afef yam3alem,negatif
rabi younserek,positif
ياسي علاء نت كل عام تتزوج ؟هه,neutre
kol chay mrakeb t7essou kn bel7a9 mat7ebech tjaweb milouwel to5roj,negatif
hadak dari maya3rafch yahki kayahdar balalraz kayahdar hkaya nta3 lahbas,negatif
em3alem ha4a malike el coumedya houwa ou ja3foura b1 sur ou rabi iwaf9ik,positif
Mamseethaa,negatif
sallam nafssak,neutre
ma7soub taw jbina botoula we will see,negatif
m3allimmm bourjouleyaa,positif
Ki nchouf haka n9ol tunis b7ir mhlaha tunis,positif
ti blah il 7kouma 5lta wa ina9aba ach da5lha fi il wali fahmouni,negatif
chkoun ktebhomlik elklimtine hédhom,positif
wch baha t5zr fih kifak,positif
3anna rabi3 3anna 3anna rabi3,positif
ana bech nenta5bek,positif
ne7ibo djabo,positif
kol echo3oub el 3arabiya ta3ich nafss el senario,neutre
sara dhaher fiha birasmi tdharbet fik,positif
thanks m r slim,positif
houa e rajél kif ma5ala 7ad yod5él,positif
lyom lhl9a lkhra,neutre
عسسل بس,positif
ili yal3ab m3a leclub yawali y7es rou7ou yal3ab m3a,neutre
bien dit admin ba3d derby fama klem tawa zeyed na7kiw w nabrou eli sar sar nchala ykounou rjèl w ya3tiw eli 3andhom w m3ana raby,positif
Bravo meryem ben chaabene continue,positif
brabi zid nahi 3lyna karim nafti ykaben m3a jamel l3trouss,negatif
ena n9olek 7eja berka rod balek tsayeb dhawadi lel mfach5a 3la 5ater eli 3meltou ykol ywali yti7 fi ma,negatif
l entourage ta3ek mayetcharfech bik ana bensba leya insan fachel ma tasleh l walou,negatif
inchallh dima farhan w rabi im3ak,positif
شنوا هو تطبيق اللي بيخليك تشتري بنزين اونلاين  ,neutre
nik omkom ya binzartiyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,negatif
allah latar7em lekleb,negatif
fallem w hkeytou fergha,negatif
bravo slouma nchalla lmo3ardha lkol yensjo 3la menwelek 5ater tunis mo7taja lwa9fet cha3bha lkol m3aha taw,positif
masta yesir,negatif
brabi tlaftou chwya ls4ar li cheda l7abs 3la 7a9 bak do5an b 3amine wè mè fa9 wa3marom 20 w 23 7issou bihom chwaa bellehy_yè bèji ra a7na nta5abneèk mè t5allinech nendmou merci,positif
mala président 3ana wahrani w sgir inchala rabi ybaki esetr 3lik w 3al jam3ia ca,positif
ca merdaaaa,negatif
sa7iit wlh bravoo,positif
lasmer dima chan3a,positif
keep moving bro,positif
sayf eljaziri marka zoz bonto elyom,neutre
régisseur behi waxial 2e5er m3a l3iffa,neutre
bellehi si slim jibenna afum mlé3bi w buteur w surtt young boys w standard de liege y7ebbou 3lih ma3neha niveau mte3ou behi o6 et mer6,positif
hiya téch5ir w zidouha bafffffffffffffffff,negatif
chbihom awled ayar ma jaouech wa ba3thou edher mta3hom hogra,negatif
sallefni malyoun yar7em bouk,neutre
slouma kol 3am w enti 7ay b alf 5ir e 9 a slouma wa5y bounta behya le jam3eya,positif
3lech bekri barcha aman,neutre
فما هناك برنامج للفرق الغنائية في المهرجان,neutre
hhhh ye5i enti far5 chkoun,negatif
3endo lha9,positif
t9abelna mara fi ben khelifa,neutre
hhhh il 9owa irabbi,negatif
rayes nestana fik bech tetkalem fih el mawdhou3 hetha eli sar fil 9oba mech nrml,neutre
inchallah aidkom mabrouk wkol am bi alf alf khir,positif
club y a maalem elle es malad,positif
Mamset weldin omou mnin jeybinou hal 5ra lokza hetha,negatif
mabrouk 3lina tonton slim,positif
haw dba el wajeh matahom iban zayed elli yhab haja yamchi le sandok hhhhhhhhhhh,negatif
etalhiss elkatar hadaka alech tetkalem essahafa elalamya entaak,negatif
m3a slet il 3aser bchyedefnoh,neutre
bnjrr ya cha3b el rouge et blanc brjoulia si slim 9a3ed ta3mel fi 5edma 93adna snine nestanou fi chkoun yjii ynawrelna wjouhna publicité kbira lel jam3ia fel afrique 1ere ment avec les recrutement des jeunes malien nigerien et ivorien ces pays houma men akthar el boldene li ta5la9 fel mawaheb wl joueurs hathouma houma li bech ya3tou el image el behya lel jam3ia chaqu un dans sa pays et avec la centre de formation li bech ya7thar nchallah bech ywalii direction de la plupart des jeunes africains w hakka narb7ou des jeunes joueurs de grand talent b soum habet w mba3d 3inek mizanek w 3la 9riib nchallah bech yabda ma famech joueur ma ya7lemch ykawer dans notre ca 7wija barka si slim choufelnaa el 3atrous kifech 3mal el contrat m3a legea w kan tnajem tna7iih mala ra7a menou w choufelna nike wala adidas barra rabii m3ak w ne7med rabii enni 3ayech w choft hak joueret fel club kan mech mennek enti rahou chtarhom fel mfach5a barra rabii m3aak w a7na ndezou wraaak ta7ya el club w tmout lawbech,positif
taw s7i7 klam hatha mais ma9alloush slim far5 chkoun,negatif
brooooooo pls habet film kemel mafhemt chay ama a7deth sem7a w kif eyjiw emkhaloudhin yemsat,positif
snoopdog yendeb fi termtou tawa,negatif
chay ydha7ek,negatif
next step messi,positif
nchalla illi jey 5ir,positif
la 7awla wala 9ouwata elle belleh,negatif
تحيّة كبيرة لجميع نساء تونس,positif
aya kamel inviti joseph blater hhhhhhhh,positif
dima m3ak boss,positif
mala raha menhom ou mel barnamej,negatif
wlh allah yarham lom ili jabetakk,positif
kol jomhour ca emaak yalzem tosbor fama mouardha fi siasa wa fama tachwih min jomhour el emaskha est wleds elaben el medeb,positif
allah yar7amhom estachhdo 4 ama bech yal9aw 12 milions tunsi kolna fida el tunis,positif
ena nmouuuuuut alik mahlek w mahla stylek,positif
salloma jibelna etfol hédha d,neutre
slouma ya m3alem d,positif
brabbi fassrouli 7aja wa7da hia jet marra fi Ã©mission m3a amine gara w 9alet 3andha 2 garÃ§ons w ta7ki comme si elle Ã©tait cÃ©libataire et elle ne s est jamais mariÃ©e malla tefha w 9addech fergha fi mo5ha dÃ©bile malade malade malade,negatif
kolhom behia ken kasdaoui yilzem tchouflou 7al ma3adech yanfa3,neutre
بالله برا روح راك عملت الريحة كان جا فيك الخير راك ماكش مادهم في التلفزة ما دخلوها في حيط كان ها المارك وجوه اللوح,negatif
فما كيفاش يتم تسوية معاملات انتقال اللاعب ,neutre
bravo patron tohkom bahkemk,positif
el 7ala9 el jadid yit9abl el t9dim lil el passeport men 7bed el shahr,neutre
hloaaaaaaaaaaaa el montage raw33333a,positif
bravooo jam3ia,positif
chofii weldtt,neutre
malkaw ma yjibou haja ma tsorech,negatif
makomech normale fireeeeeeeee,positif
kifech na7i el vu bellahi,neutre
t7iti 9lili lwlid lkim hka brvo,positif
moch hedha il mo7ami il erhbin ily dhb7o ljonoud fch3anbi mala 7ala dhahra fbledna bech nwalo n3echo fjbal ch3anbi wel erheb howa y9arelna masyrna meskna bledi,neutre
slim ria7i inti dima le patron mercii,positif
5sara chwaya vues 3leh,negatif
blhy chkoun yetfaker l application li tged biha tsawer li hket aaliha lmara lo5raa,neutre
harab maghourin minou,negatif
kolkom chobha,negatif
bravo sanfara fe9ou beyaaa,positif
rabi m3ana wanchala marbo7a,positif
3amel rou7ou yefhem fi kol chay o howa la yefhem f chayy,negatif
l9arar hedha mahouch khayeb mais mahouch 7all,neutre
معجبتنيش حتى طرف مستوى منحط و تحكي بكل ثقة في النفس على موضوع حرام حتى الواحد يخمم فيه 😠,negatif
3ndi 7aja 3awdi lih 3and kol chi 3amel → 3ndi chi 3amel 3awdi lih 3and kol haja,neutre
wach asmha,neutre
na3let allah 3likom ya kloucharat ya ta7ana,negatif
souid ou ommek fi kounji ha3ha3ha3,negatif
al khanssa,positif
9oulelhem isakrou 9anet irhabiya zitouna,negatif
sniiiinnn deyymaaaa 3ala jam3ya w jomhouuuuur le cluub lkol,positif
ma7bech i9abel el wali mathamech menha le7keya jomla 7ab ala sele3tou 3062 bakou da5an mharebhom,negatif
يارسول الله ربي يسترنا,positif
زنديق,negatif
zou ya m3alem 😁👊,positif
أي واحد بش تجيبوه في برامجكم رو سارح و هامل,negatif
hhhhhhhhh mfabrka,negatif
raj3elna montasar,neutre
كم مرة تزوج,neutre
wiiiiiw naiko kol 3,negatif
3ejbetni,positif
un lien brabbi,neutre
امرأة فاضلة,positif
lidara lidara lidara,neutre
yy sa7a lrabhom,positif
sans foi ni loi,negatif
h5anchour win yoskon,neutre
كلامها واضح و صريح و تعرف توصل الفكرة و لكن شكيب و كلامو وحدو,positif
3lina w 3lik w3la tounes,positif
c est un sale type mais nessma aussi joue un sale jeux,positif
شكون سمعها تذكر ايام رمضان 201,neutre
hahaha aya wenek ahna nistanoufik,negatif
el 3id lil match el handball yibda fi 5h duhûr,neutre
bravooo good job,positif
tbarkallah a3la soutou,positif
amin gara mouch rajjell se77a chebb bachirrr rajell wllh,negatif
man fomk rabi,positif
5ali y9oulou wech yhem,positif
si slim il 19 w 8 chour yod5ol derby,neutre
wa9tech i3ada svp,neutre
شنوا وقت انتهاء قطع الانترنات في باجة,neutre
t le meilleur ja3four kamal ekek w a7na kolna m3ek,positif
bara el3ab,negatif
ti yezi blé t7inne w kounne rajel marra fi 7yetk 9allou nheni w 9allou zeb a3la rasek,negatif
raj3oulna ben ali yar7em weeldekom,neutre
9talt ha bel beauteé,positif
yebda bokri yastahil ken najmou nitfarjou fih domage waktou mal etudier,negatif
Mala wa9aha,negatif
les moindres des choses droits d achats ligues francaises khali laa3bed tefhem chwaya koora,negatif
klay m9weddd,negatif
90 fil 9aleb,positif
rana tounsa mench lebiya bech y3deha 3lina kleb sare9 kbir hhh,negatif
bon retour rachid zmerli y lefri9i ye dawla,positif
3ala ases 7aja jdida t3ni,negatif
حالتو متعبة اصل,negatif
chsmha l fella7r hada,neutre
menzel bourguiba m3ak kamel,positif
nikelhom omhom wa7na m3aaaaaaak,positif
khalil chammam,positif
bilehi 7ajti b 500 dt mr le président slaf taw nraja3homlik ki nh5dim,positif
الحلقة هاذي ماعدوهاش في التلفزة,neutre
tv tunis 1 wa akhawatha tv tunis 7 5 8 12 tv illisa tv,neutre
slim riahi slim riahi ya3tiha 3asba taraji howa 3andou melyarat winti e7seb ya 3afat aaa ya mkache5 ya 7awi walh matmoutou be9loubkoum ya dnadik,negatif
واش اسم الشاب الي يقول كلمني يما,neutre
amine rabbi yechfiiiih,positif
al3eb bkoul chay illa lmaroul,negatif
rabbi iwaffek l equipe ench allah el benzarti howa el hal,positif
masta lasta _,negatif
je naime pas 3ala 5eterni benezaretia dz kol wè7ed yi7eb jame3itou,negatif
kol 3am w enti b 1000 5ir ya moudir,positif
شنوا القناة التي تعيد بث البرنامج,neutre
slm el 7achto b code planet fixed prvé madhmoun,neutre
raj3oulna ben ali yar7em weeldekom,neutre
awel song nesmaaha l jenjoon fire,positif
Kadach nakerhou déjà makameltch tfarejet kif ja malla halla,negatif
3amel 7aja 3an android,neutre
tounes lezimha nes t7ebha w tfaker fi macheghel cha3b mn btala w fa9r w miziria mch nes kima elli t3addou gharfou lin faddou w 9dhou masale7hom w mchou ala rwa7hom,negatif
raj3a 3liha film 3an 7arb tounis,neutre
hata inty m3lam ya hakim chaben hhhh chbikom fi9o ya znatir,positif
hhhhhhhh nokta hathi,positif
allah yachfih wa ya3fih 3ala 9rib amine ya rab,positif
alah yarahma,positif
en fin ya sloma enrawek sur tv 5ali tou le monde ya3arf 3aleh sloma noss tunis i7abouh,positif
clubisti w nefta5er enek raisi,positif
hello baby,positif
athéka jomhour chya3mél nétthakér pagék kénét féha 40 alf donc merci éljomhour ca,positif
lézémhaa wa9fa s7i7a sinon béch ya3mlou élli y7éébou a3liih,negatif
slim ki n7ébou n5amou el 9odem ou cas ou djabo yo5rej fama chikabbala w housein yesser mta3 qatar mle3biaa kbaar,neutre
allah ma3aka ya salouma ya ma3alam biatawafi9i amin ya allah ya karim,positif
chedi el hammami alexis bon attaquant un arrier gauche dhawadi ijadded rjou3 7adhria et suissi et hadhrou au moins 30000 abonnememt et enchallah zina we rabbi m3ak ya slim,positif
hand et basket,neutre
bon anniversaire m smil,positif
slim ryahii slim ryahi inik fih m3amr ghadafii,negatif
ki sabit dik lmosfara ddcs sanfara,negatif
rta7t menou wnchala dima tahki klm behi wnthif 5amam chwy yanharet li tor9ed wa7dek wchar3 alah bidak enta wiyah,positif
Masta 😪,negatif
mela kofer 7ata 9oran meslemch,negatif
kaysawerch hadi hiya l7keya dyal jogo pubg,neutre
hhhhhhhhhhhhhhhhhh ya jboura,negatif
hhhhhhhhhhhhhhhhhhhhhhhhhh t9tou9a 3alamya,negatif
ca lia wlik rabi slim lehi belwadh3 el2amni,positif
merci ala t7inek,negatif
يا سي امين ممسطك وليت والله بفف,negatif
yaatk 3assba dhhart mneyk fel e5r,negatif
echt7ebou ya3mloulhom yjiw yendbou fetalfza,negatif
bon choix bravo slim riahi,positif
li bech yal3eb w ybel lmaryoul w ykoun rajel w 7arbi mara7bé bih si nn yemchi ynik ommo la djabo la hedhli la zebbi w ya 7asra 3la rjel zok omhom may7esouch fi saison bech yareb7ouna lemwabna 4 matchs,negatif
rabi m3ak ya 5ouya slim,positif
brabi 7elou m5a5hom aman w efhmou hiya ma9aletech nakrah l islam 9alet nakrah 7arakat enahdha eli barcha mechi fibelhom tmathel fel islam lemra moslma 3lech tkafrou feha toubou erabi wyeziw men hatek a3radh enes,negatif
manoula wallah haka 5ir mel les perruques t ai ravissante,positif
bravo ye m3alem,positif
raja3 eflouse elyaba w a5take bla koura wala siyasa,neutre
هذي نكتة صنعتها اني:فما مدير جاب معاه مقص للخدمة علاش.باش يقص شهرية الخدام🤣,neutre
shofna el video el jadid li billie eilish,neutre
3lech ken arhtiya barka y3adouh mousalsil,neutre
dawla fasda ra2is fazd rijal a3ml sra9 minhm inta y a slim,negatif
inchallah rabi yahanihom bi thawrati el tahrir wa 3achet el jazeer,positif
laokan thiz titar isna ana nahra9 rohi kil bo3zizi ya slim rahi ilkoora mahiyach 9owat flos ohatta chai maiji bil9owa wilkoora 3dat ota9alid jam3itak 3ndah 10 snin mahzitch titar oenti tihb traja3ha fi lila winhar ana nansahk taba3 ilyovi fi italiy ochfhom kifach raj3oha wahda wahda 3amnawil mazallihom 5 matich wihizo ilbotola wi9olo rana inkono fi fari9 yal3ab koora ohoma ya3rfo irwahom rahom bach ihzo ilbotola oyam3allam itawad3 raho bahi omatnsach rabi kan enti jai ta5dim fi koora rabi m3ak am kanik ti5dam fi omorakr as iyasiya rak 5asirhom litnin rabi m3ak,negatif
bravooooooooooooooooooo il fout,positif
in challah aidek mabrouk ya si slim inti w koll awled lifriki,positif
انا عجبني المسلسل اما نتفرجو وحدي برك ماش مع العايلة صراحة,positif
bled togtel tomohatt wledha,negatif
selected personne khater kalet kelma zeyda bin leklem c tt,negatif
hhhhhhhhhhhhhhhhhhhhh patron,positif
le meilleur ♡,positif
tfatta9 chat7a,positif
l3a9a lel boutoula,neutre
forza taraji,positif
je veux bien tester oxygen glow mask,positif
nchallah kol 3am wenty 7ay 100000000000000000000000000000000000000 5ir,positif
almousalaha maa almouhacaba,positif
mala soual chihemak faha enti,negatif
hechmi cherih,neutre
klemha s7i7,positif
a7echmou 3la rwa7kom wallah dertou el 3aar w baramejkom tafha w 5amja kifkom ya 5ommaj,negatif
me 3omri me 5ayyabt tofle eme entouragehom rabbi yahdih ken la5bebbil wettalkit,positif
je participe 3andk wleyed w nchallah rabi ywaslk besselem,positif
7achawett kolou kedthbe,negatif
3ajbetni chadda mte3 jounta,positif
منشط مستواه صفر وتحت الصفر برنامج منحط ومسخرة,negatif
bassoumi todhher asghar meni,negatif
7ajetna ba7th s7i7 3la elli wra hetha elkol w mo7akmet s7i7a mech masra7iyet w 7ajetna 9ararat fiha barcha chaja3a w 7ajetna af3el bel7a9,positif
hm hm waaaaawe manal,positif
توا هناك وظيفة شاغرة في قطاع البنوك التونسية,neutre
a7la e5titem w a7la slim,positif
bellehi bara zamer enti w barnemjek,negatif
zedtou 3linaa wleh,positif
slim raja3 bassem mehri w nadhaf el mas2oulin elli m3ak 9bal ma tjib moudarib a3mil lajna faniya hiya elli tjib l entraineur w ta3mil les recrutment w kil chay fi 3a9lik 3andna el wa9t w rabi iwafa9,neutre
hafdk nidal,positif
madametch el ben ali,negatif
leblasa cap negro fi beja,neutre
hahahha slim ryahi rabhhoum,positif
a3az joueur fi ca,positif
sam7uni mal9it ken el mes3di,neutre
ملا اسلوب و ملا منطق متاع قالك نقيب حاسب روح كل شي و هو حتى شي يقزم في العباد و هو قزم,negatif
allah yar7emha hadika l5obza fi tounes,positif
koul 3am wa inti be khir,positif
Belehi ma3adech tjibouh aka el merig sombol ega,negatif
papparazi ili ichoufou labes 7wéyéj i5arjou zghaaaat hahahaah bravo kolhom ivaysou alors que nefa3 allah ya 3abdallah,negatif
tati win,neutre
ca fou9 kol é3tibar,positif
5 25 ye5i chma3neha lvirus yo93od 7ay 5arej jesm el ensen houwa l virus un être vivant menaslou plz reply,positif
garçon mabrouk,positif
y 3arbia yerham bouk fil klam waalh inty mra b alf rajél,positif
brv ja3fer wasel hetha howa l9alb etounsi,positif
hàw el bakouch nta9 w slim riahi tla3 mazel mawjoud o c bien wallah d ti barra wahef lik w lehom kelli houma ya3rfouk wala yesm3ou bik wala nharet elli tmout enti bech yjiw y3aziw w y9oulou,positif
inchallah ma tkounech enti raiis lahkouma ejey khater sûr,negatif
brabi n7ibou 3la alexis wyahya,positif
hhh yehchi fih ala anahi jalssa yehki aliha w chnoua bech yehki fiha al nookta mtaa amnaoul wala al o macharie mtaa snaa wala ala am labiedh fi kol chay en tout ka bech ykolilkom ghnayet il aada nchallah il am jay hhh,negatif
elakliya kolha bjanbek matrjach ltali snin dayma bravo,positif
bien ria7i les clubiste come dab m3ak dima,positif
hhhhhhh slouma brabi kalam el medeb w3azih chnia rana as7ab charaf hhhhh,positif
rabbi e5allik snin dayma,positif
salem si mohamed tafahna 3alakhbar ely jawbet 3alena → mohamed jawab 3alena 3ala chi akhbar,neutre
kolhom tarmou fi hodn nida chams,negatif
chaw daoiakh hhhhh,positif
hamza ridene,neutre
sa7a wlid,positif
chkoun jé 3la 5ater avero,neutre
haslim ou5ay baraka allahou fik ouken nitik safiya hat ou5ay milyar inwaz3ouh fihada romdan 3azwawla ouyok3odlik sadaka jariya ala5ator maydoumlik chay 7iss bizwawla haw5ay hadoukom illi yanif3ouk fa5irtik ala5ator iddiya faniya kima kotlik,positif
slouma oubassssss w ca mouch nesma echili,positif
1 57 ya nammi dhabboutha mabloul mosnana te3 zebby,negatif
matkathroulnech menou bech mayemsatech kif el jme3a,negatif
hhhhhh ya a5i 7ess chwayaa,negatif
Bravo walid INTA MAALLEM,positif
الله يهديكم جايبين شبه ممثلة تعطي في رايها تتمعجن في الكلام حاسة روحها اش من حاجة افف تقزز,negatif
on principe te7chem ala rouhek ki thabet taswira haka el rjel 3morha matet7gar w el sport 5atik,negatif
tla3 chad 3leha 7kaya marto 9alha t9olo n9olo haha w hiya mosmema w m3rsa brajel 9ad bouha 3al flous,negatif
bay bay annulation,negatif
nidhal sorm ommek labes 3lih 9allou las3ar labes 3lèha,negatif
yakhi ch9el,neutre
chah fiha kima bhdlt bel momtila jazayri ana mn dz tsthli ya arwa,negatif
enc7ala marbouhaaaaaaaaaaaaaaa,positif
bilehi chkounou hal mkachak el miboune li lehi bina w bflous rye7i 9oli yeki omik naykit m3a gadefi w jebitik hadeka 3leh t7ib tourith m3a si slim ama miselich taw yekoulik b katrik w ya3tik 7wija enti wil medeb mte3kome ama 9bal yilzimkome tfagsou aya nchala makomch mkarzine walina biflounsa wil goura w kil 3ada b wahritna w tchidouna minou ok,negatif
alah latbereklek ya maryem,negatif
ma93d ken yhez fi t7in,negatif
mala fa9o biya,positif
rabbi yahdina elbaadhna w kol chay ebajrou,positif
hahahaha mala slouma eli ye4elbek yji y7asebni,positif
hay er3jel eli thib elja3miya bilhak ya khouya khali ybni ja3miya shiha wa yrbeh flouse kaistithmar ma yhimech elmouhim kda3r elghaliya3 ywali elfough,positif
تبارك الله عليه الجزيري وهراني و أنيق,positif
ali maaloul wo siasi bahri jlassi,positif
dédicace a maître sabii surtout le connard majdi khlifi,negatif
Bravo ja3four borjouliya wlid ha,positif
ta5ralo fih,negatif
Wahdek ya semi barcha ighirou menek bravo,positif
bech tab9ou dima hakka ya znatiiiiiiir asm3ou l ifa smin 5ater 7amel b weld l blaili li dhrabhoulou ederby li fet hhhhhhhhhhhhhhhhhhh tsa5fou,negatif
lazem 9orbi w baratli fil west w zidhom prince tagoée attaquant w francis blaset hethli,neutre
bravo ya m3alm w btwfi9 inchalh slim rihi,positif
alf mabrouk yetraba fi 3ezkom,positif
kol 3am wnti b5ir ama mtb5lch 3la jm3iti ca hya dami,positif
tejmou ta3mlou barnemj w tsamiweh tounsi 3ayech tjibou fih jami3 chrae7 el mojtma3 mena etaba9 el kad7a ya7kiwlkom 3la el machekel eli yet3ardoulha directe fel 5dem mte3hom w ykounou 3andhom 7ouloul eli yejmou ysal7ou bihom w y9admou bel bled w tkounou entouma f barnemj mte3kom hamzet waszl te9fou m3ahom w twaslou southom w ki yelzm el amer tkounou entouma eli da3mouhom w te9fou m3ahom 7ata oumour mediya w ma3newiya 3ala 5ater el bled hedi mahou 9a3ed ye5dem fiha ken el 3ayech w zaweli sad9ouni 7awlou to9rbou menhom enes hadouma w t3awnouhom tesm3ouhom w t3awnouhom bkelma behia rahom fihom nes kfaet 3andhom el 5ebra w 3andhom bagage mte3 5ebra 9wiya barcha nes t3ani yo5rjou ye5dmou mel fajer w yraw7ou ken f lil nes ta3ref kifech t3ich b 400 dinar f chhar nes ta3ref kifech tet7ayel 3la drouf tel9ah kari w 3andou 2 wlidet sgar w m3aychhom bel 9ane3a hadouma nes netsawer ken ta3mloulhom barnemj 5as bihom nes bel7a9 yest7a9ou barnemj yetlha bihom w y7aseshom oumoin eli houma 3aychin f west enes,positif
hhh w hèdha wè7ed è5er,neutre
tneket fi rassy w rak 7shitou l jme3et el bac yel cas ahahahah big up,negatif
m3alm slouma wallah,positif
shih klemk wlh,positif
لطفي العبدلي أحسن ممثل كميديا,positif
degage riahi ca akbir mink vive ca,negatif
proposition de khadija jenifen,neutre
i3aychou slim chiboub,positif
sayaf aljaziri mostakbil alkora fi ca oi fi tonuis nchala yal3ab fi akabar,positif
nfedlik 3lik na3ref hada restaurant,neutre
تستاهلها فتاة باهية,positif
Machaallah 3lih,positif
j adore wlh bravo bravo bravo besh nestana el season 2 oalla haja ma khir ama tshabah lhedhy,positif
la beauté dans une photo rabbi yfadhalkom lebaadhkom beyou,positif
si mohamed 9ra had chi 7aja fi youtube,neutre
el hayekil li ta7ki 3liha w ra2is el jem3a houma sbâb mecheklik w 7ata ken kalmek kont tnajem ma tbadelch w zid el hayekil li ta7ki 3lihom chbihom ma salmoukech boutoulet sèllè fi sousse,negatif
nechlh ki nest79k nal9k y 5awla,positif
brabi chkounou kais ena mafhemtech hattal3a,neutre
inchala rabi m3k slouma twali présidant de tunis,positif
allah ghalib il inti5abette ejjeia famma hdith,positif
slim rye7i far5 chkouneeeee,negatif
reelement houma 9a3din yta3ou fi ferid 3abess,neutre
mahbet el 3id wini yal boss,negatif
aslek tttttiiiiiittt,negatif
ملا حيوان في الساعة يحكي ساعه و نص اسكت وهف يهزك,negatif
نموت عليه ياسر يعجبني,positif
mala lotfi iheb ijibha kera7 w wled houma w 3arka mala wabna w el jme3a fisa3 jéw ezzebiii,negatif
ma7lek sa7ebti ahlem shmeta fi enabara,positif
bravoo ja3fer enti el fanen el wa7id eli 5demet l cha3b ettounsi w ma5demtech bihom 3,positif
dhawediiiiiiiiiiidhawediiiiiii svp rahou i3awen feléquipe,positif
salim ben hamidane,neutre
3tawhom jboura el intakhbouhom forsa bech yaamlou eli yihebou nahdha theb taamel système ben ali hhhhhhhhh,negatif
mala raha ena manitfarijch fih barnemij 5atrou ta3issss ya3tihom sa7a liwkfouh,negatif
mabrouuk3lina w rabbi ywaf9ou,positif
ya rabiii y7a9a9lek eli fi belek,positif
esma3 fi tounes ki nchouf match lil club taraji letoile ou sfax el ness kol tala3b al contre kolha testana fina,negatif
el boutoula mazlilha jem3tini wini el attaquant sar7a w 3edt w 5left 9al chay3mel 9ant w tafa dhaw stade w tafa dhaw attaquant w ana nistanw kan t7eb tit5ala 3al ri2asa t5ala baba,positif
c la famille rabbi yfadhalhomlek,positif
sallouma ya m3allem,positif
bravo si slim enchalah dima haka pour notre tunisie,positif
tfouh 3lik mar5sek,negatif
beleehyyy chnwaa heda yee choumyyyy rajeel hwaa bech yehkyy ala rjeel hattta lmraa tekhdeem wtet3eeb zedaa,negatif
men hobi fik 9rib nwali nheb club bravo ena bech nentakhbek khater lebled lezemha 3a9leya mte3 homme d affaire jeune,positif
betawfi9 enchalah,positif
hosni ben ali,neutre
3lech 5arrejtou el mojrmin w zwafra wel bandia mel 7bousset,negatif
akber mareg fi tounes,negatif
t9adom libled wa tatawirha ila bi ra2is dhou melle moi pour slim ryahi,negatif
ti rou7 nayek w3assba lik,negatif
chkoun kallek elli sabouk hom clubistes ekhdem ya rajel wa yahimmekch min tagheid elghirben lana thika fi chakhsak mahma ken ethamen,positif
aw 4 3asbet men 3andi ma3ach 3andi barcha,negatif
kitch dyal mohamed said safi said top j aime bien,positif
عندنا حب واش مزقيش في ذا فويس كيدز,neutre
shiva ysalem alik,neutre
oula chafet hal9a hedi fel tv ?,neutre
3andi hal hot 3imed rais enadi biniyeba,positif
ejem3iya ye si slouma ejem3iya ou bessss slm,positif
ahlem ma7leha,positif
i agree mr riahi,positif
hasbi allah fili 5oune hal leblad w trabrabha,negatif
wa9tt l partiett 5eyeb barcha,negatif
howa wlhi masha2llah 3lih w sem7 barcha,positif
خماج يروجو لانحطاط الاخلاق لافساد مجتمعاتنا المسلمة و حاجة أخرى أنا باهت فها _x00D_,negatif
mechina ahna zewawla feha neheb naaref intouma seyasiyin hasin bina nnnnnnnnn 9e3adna ne3anew fekom f logha tebarekalah ama f afe3al hhhhhhhhhhh mesina tunis ravi ye7meha,negatif
taw hadhy 3amla mta3 rjel tsayeb rades lil swa7liya bech yhezou el boutoula fih normal enty,negatif
hada al7adith aljadeed 3an alkorona,neutre
الحلقه هذي منعرفهاش,neutre
مسلسل مظاهر الخماج متاع رب توانسا الخماج _x00D_,negatif
chkoune li mabkache,negatif
Tfouh 3likom jboura,negatif
likbit kbir,positif
إعادة بث حلقة خاصة من برنامج الوثائقية على قناة الحوار,neutre
hhhhhhhhh taw yched l3asba,negatif
9 bleu 8 rose alf mabrook habibtiii le garçon ytrbba f3zeeek inchallah,positif
mabldek ya sil3a,negatif
hamza bakri,neutre
rahi etwensa bech tanta5eb ma5ir menek,neutre
impossible bel7a9 ma tla3tech 3la da2iret nabel 2,neutre
Bravo 3rafet cheniya tejawebhom,positif
اذا زلزلة الارض,neutre
bravo slim fdahthom,positif
leblet bal3etaha,negatif
3la muolana ch3b elboomay mr,positif
pleas adebayor,neutre
blida barcha,negatif
hak ili lazmou ysir 9alou nodino bichda,negatif
3lech bekri barcha aman,neutre
hhhhhhhhhhhhh 3jab slim yahki ala filastin,positif
bonne anniff slouma,positif
Flop,negatif
jaafer 9al 3tani amena w ma9alich 3al somme ye5i rajil 9al ma3titouch 10 mleyin donc chkoun 9alo eli rajil 9al eli l2amena fiha flous w bil somme heki donc eli 9alo rajil s7i7 w mahouch yektheb 3lih,negatif
rabi ma3ak si slim et bon courage,positif
shet bachir,positif
nhibo talfza mta3 ca rana fadina mishafa ilyom kan alkathab samba sow mahoch jay tao hathi kithba bach eljomhor ychok fi jam3ia oi almasolin,negatif
i love you from algeria,positif
read more samba sow n ira finalement en tunisie,neutre
rajeh montasar svp,neutre
enzel 3lih mezel yetnafess,positif
