id,text
1730.0,شكون يعرف كيفاش نفعل forfait internet ؟ service محترم
1731.0,service behya barcha 👌 réseau stable fi Nabeul yaatikom essa7a
1732.0,service client ما يجاوبش 👍 😭 mouch logique
1733.0,اليوم réseau متوسط موش خايب 😂
1734.0,app جديدة و لا نفس النسخة ؟ franchement nchallah يتحسن 😭
1735.0,خلصت و ما تفعلش الforfait 😤 bara choufou
1736.0,app ma thebch t7el 😑 wallah yaatikom essa7a svp
1737.0,prix معقول مقارنة بالباقي nchallah يتحسن 👍 franchement
1738.0,استعملت Topnet Money أول مرة yaatikom essa7a franchement top
1739.0,app جديدة و لا نفس النسخة ؟ 😭 100% mais bon
1740.0,فما عروض للطلاب ؟ franchement yaatikom essa7a 😂 ena client depuis snin
1741.0,اليوم réseau متوسط موش خايب nchallah يتحسن 😅 100% svp
1742.0,prix معقول مقارنة بالباقي yaatikom essa7a 😭 😅 3lech haka ?
1743.0,franchement satisfait بالـ 4G fi Hammamet 🙌 nchallah يتحسن franchement top
1744.0,فما عروض للطلاب ؟ 😅
1745.0,"merci Topnet, internet tayara اليوم 🔥 😂 top"
1746.0,service rapide w support تجاوب معايا بسرعة mais bon 😭 wallah
1747.0,استعملت Topnet Money أول مرة nchallah يتحسن 😂
1748.0,internet بطيئة برشا اليوم franchement wallah yaatikom essa7a
1749.0,forfait يتقص بسرعة موش normal 😅
1750.0,service behya barcha 👌 réseau stable fi Sousse mais bon nchallah يتحسن wallah
1751.0,app جديدة و لا نفس النسخة ؟ franchement nchallah يتحسن 👍
1752.0,app ma thebch t7el 😑 😂 👍 ena client depuis snin
1753.0,استعملت Topnet Money أول مرة mais bon 😭 😂
1754.0,service behya barcha 👌 réseau stable fi Ariana mais bon yaatikom essa7a wallah
1755.0,"merci Topnet, internet tayara اليوم 🔥 franchement 100%"
1756.0,شنية أحسن forfait pour télétravail ؟ 😅 👍 merci ❤️
1757.0,خلصت و ما تفعلش الforfait 😤 🙌 mouch logique
1758.0,service behya barcha 👌 réseau stable fi La Marsa 🙌 merci ❤️
1759.0,service behya barcha 👌 réseau stable fi Monastir yaatikom essa7a 3lech haka ?
1760.0,réseau y9os barcha fi Sousse 😒 franchement 🙌
1761.0,forfait يتقص بسرعة موش normal
1762.0,app ma thebch t7el 😑 100% mais bon
1763.0,débit faible برشا خاصة الليل 😂 top
1764.0,topnet money سهللي برشا حاجات 😭
1765.0,juste نسأل ال4G متوفرة fi Ariana ؟ mais bon nchallah يتحسن
1766.0,application سهلة برشا و service client محترم ❤️ 🙌 😭 nchallah يتحسن
1767.0,شنية أحسن forfait pour télétravail ؟ 😂 100%
1768.0,app جديدة و لا نفس النسخة ؟ mais bon yaatikom essa7a 😂 3lech haka ?
1769.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 franchement 🙌
1770.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 franchement 100% nchallah يتحسن
1771.0,فما عروض للطلاب ؟ service محترم
1772.0,service rapide w support تجاوب معايا بسرعة nchallah يتحسن mouch logique
1773.0,internet بطيئة برشا اليوم 100% 😅 top
1774.0,اليوم réseau متوسط موش خايب wallah
1775.0,service client ما يجاوبش franchement
1776.0,application سهلة برشا و service client محترم ❤️ 😅 wallah
1777.0,service client ما يجاوبش nchallah يتحسن 👍 mais bon service محترم
1778.0,forfait mte3kom yesser mezyen مقارنة بالباقي 😭 inchallah t7assnou
1779.0,خلصت و ما تفعلش الforfait 😤 👍 😭 wallah
1780.0,app جديدة و لا نفس النسخة ؟ wallah 🙌 top
1781.0,استعملت Topnet Money أول مرة 😅 svp
1782.0,forfait يتقص بسرعة موش normal 100% mais bon
1783.0,استعملت Topnet Money أول مرة wallah yaatikom essa7a
1784.0,internet بطيئة برشا اليوم 👍
1785.0,خلصت و ما تفعلش الforfait 😤 😂 mais bon 👍
1786.0,app جديدة و لا نفس النسخة ؟ mais bon wallah
1787.0,débit faible برشا خاصة الليل 🙌 100%
1788.0,application سهلة برشا و service client محترم ❤️ 👍 ❤️
1789.0,prix معقول مقارنة بالباقي 😂
1790.0,forfait mte3kom yesser mezyen مقارنة بالباقي wallah
1791.0,app جديدة و لا نفس النسخة ؟ 100% 😭 yaatikom essa7a svp
1792.0,خلصت و ما تفعلش الforfait 😤 mais bon 😂
1793.0,شنية أحسن forfait pour télétravail ؟ mais bon wallah yaatikom essa7a ena client depuis snin
1794.0,forfait يتقص بسرعة موش normal 😅 ❤️
1795.0,franchement satisfait بالـ 4G fi Kairouan franchement yaatikom essa7a mais bon ena client depuis snin
1796.0,app جديدة و لا نفس النسخة ؟ 😭 🙌
1797.0,réseau y9os barcha fi Sfax 😒 100%
1798.0,خلصت و ما تفعلش الforfait 😤 😅 😭
1799.0,خلصت و ما تفعلش الforfait 😤 nchallah يتحسن wallah
1800.0,service client ما يجاوبش 👍 100% inchallah t7assnou
1801.0,forfait يتقص بسرعة موش normal 100% merci ❤️
1802.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 👍 yaatikom essa7a svp
1803.0,connexion stable même filil 😍 😭 yaatikom essa7a 🙌 inchallah t7assnou
1804.0,service rapide w support تجاوب معايا بسرعة 100% 🙌 franchement merci ❤️
1805.0,app ma thebch t7el 😑 nchallah يتحسن mais bon franchement
1806.0,اليوم réseau متوسط موش خايب 100%
1807.0,service rapide w support تجاوب معايا بسرعة franchement 😅 👍
1808.0,topnet money سهللي برشا حاجات 🙌 😭 svp
1809.0,اليوم réseau متوسط موش خايب 🙌 wallah 😭
1810.0,franchement satisfait بالـ 4G fi La Marsa 100% 😭
1811.0,"merci Topnet, internet tayara اليوم 🔥 😅 3lech haka ?"
1812.0,اليوم réseau متوسط موش خايب yaatikom essa7a mais bon
1813.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 😭 100% franchement merci ❤️
1814.0,"merci Topnet, internet tayara اليوم 🔥 wallah nchallah يتحسن 😂 ena client depuis snin"
1815.0,prix معقول مقارنة بالباقي 😭 mais bon
1816.0,forfait mte3kom yesser mezyen مقارنة بالباقي 👍 🙌 😂 bara choufou
1817.0,connexion stable même filil 😍 👍 mais bon
1818.0,débit faible برشا خاصة الليل 😂 inchallah t7assnou
1819.0,app ma thebch t7el 😑 wallah
1820.0,app ma thebch t7el 😑 yaatikom essa7a 😂
1821.0,topnet money سهللي برشا حاجات 😭 ..
1822.0,service behya barcha 👌 réseau stable fi Kairouan 👍 😅 nchallah يتحسن merci ❤️
1823.0,service client ما يجاوبش 😭
1824.0,topnet money سهللي برشا حاجات 100% 👍
1825.0,"merci Topnet, internet tayara اليوم 🔥 😂"
1826.0,forfait mte3kom yesser mezyen مقارنة بالباقي nchallah يتحسن mais bon yaatikom essa7a
1827.0,débit faible برشا خاصة الليل 😅 🙌 😂
1828.0,connexion stable même filil 😍 🙌
1829.0,فما عروض للطلاب ؟ 100% 🙌 wallah
1830.0,"merci Topnet, internet tayara اليوم 🔥 yaatikom essa7a 😂 100%"
1831.0,internet بطيئة برشا اليوم 100%
1832.0,franchement satisfait بالـ 4G fi Ariana mais bon 😅 wallah
1833.0,service rapide w support تجاوب معايا بسرعة 👍 franchement wallah
1834.0,franchement satisfait بالـ 4G fi Sousse 100% 3lech haka ?
1835.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 nchallah يتحسن wallah
1836.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 100% 👍 bara choufou
1837.0,topnet money سهللي برشا حاجات 😭 😅
1838.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 😭
1839.0,connexion stable même filil 😍 😂
1840.0,فما عروض للطلاب ؟ 👍 😭 bara choufou
1841.0,استعملت Topnet Money أول مرة 100%
1842.0,فما عروض للطلاب ؟ 👍
1843.0,service behya barcha 👌 réseau stable fi Monastir
1844.0,"merci Topnet, internet tayara اليوم 🔥 👍 😂 inchallah t7assnou"
1845.0,topnet money سهللي برشا حاجات 👍 😂 yaatikom essa7a svp
1846.0,app ma thebch t7el 😑 100% 😭 bara choufou
1847.0,topnet money سهللي برشا حاجات 😭 100% nchallah يتحسن
1848.0,internet بطيئة برشا اليوم nchallah يتحسن top
1849.0,app ma thebch t7el 😑 😭 top
1850.0,فما عروض للطلاب ؟ mais bon 😅 nchallah يتحسن
1851.0,topnet money سهللي برشا حاجات 😭 wallah
1852.0,شنية أحسن forfait pour télétravail ؟ 😭 😂
1853.0,topnet money سهللي برشا حاجات nchallah يتحسن yaatikom essa7a merci ❤️
1854.0,app ma thebch t7el 😑 nchallah يتحسن mais bon
1855.0,connexion stable même filil 😍 mais bon 😂 yaatikom essa7a inchallah t7assnou
1856.0,forfait mte3kom yesser mezyen مقارنة بالباقي 😭 wallah nchallah يتحسن svp
1857.0,débit faible برشا خاصة الليل 😂 🙌 100%
1858.0,service rapide w support تجاوب معايا بسرعة mais bon 😂 😭
1859.0,forfait mte3kom yesser mezyen مقارنة بالباقي 😂
1860.0,prix معقول مقارنة بالباقي 😭 ❤️
1861.0,prix معقول مقارنة بالباقي 🙌
1862.0,شنية أحسن forfait pour télétravail ؟ mais bon 😂 100%
1863.0,app ma thebch t7el 😑 100%
1864.0,"merci Topnet, internet tayara اليوم 🔥 100% 😅 nchallah يتحسن"
1865.0,"merci Topnet, internet tayara اليوم 🔥 100% 😂"
1866.0,application سهلة برشا و service client محترم ❤️ 👍 !
1867.0,juste نسأل ال4G متوفرة fi Kairouan ؟ 👍 nchallah يتحسن 100%
1868.0,juste نسأل ال4G متوفرة fi Hammamet ؟ nchallah يتحسن 😭 svp
1869.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 100% ena client depuis snin
1870.0,internet بطيئة برشا اليوم 😭 top
1871.0,application سهلة برشا و service client محترم ❤️ merci ❤️
1872.0,topnet money سهللي برشا حاجات mais bon
1873.0,topnet money سهللي برشا حاجات 😭 ❤️
1874.0,خلصت و ما تفعلش الforfait 😤 😭 🙌
1875.0,débit faible برشا خاصة الليل mais bon franchement 😭 inchallah t7assnou
1876.0,service rapide w support تجاوب معايا بسرعة 100% nchallah يتحسن
1877.0,internet بطيئة برشا اليوم yaatikom essa7a wallah 100%
1878.0,internet بطيئة برشا اليوم 🙌 wallah mais bon
1879.0,app ma thebch t7el 😑 👍 😅
1880.0,service rapide w support تجاوب معايا بسرعة mais bon 100%
1881.0,application سهلة برشا و service client محترم ❤️ franchement 100% mais bon
1882.0,application سهلة برشا و service client محترم ❤️ mais bon 🙌 inchallah t7assnou
1883.0,juste نسأل ال4G متوفرة fi Tunis ؟ 😭 mais bon 🙌
1884.0,juste نسأل ال4G متوفرة fi Hammamet ؟ 👍
1885.0,فما عروض للطلاب ؟ wallah franchement
1886.0,service behya barcha 👌 réseau stable fi Sousse 100%
1887.0,"merci Topnet, internet tayara اليوم 🔥 yaatikom essa7a 🙌 service محترم"
1888.0,شكون يعرف كيفاش نفعل forfait internet ؟ 😭 franchement
1889.0,internet بطيئة برشا اليوم 👍 ❤️
1890.0,forfait يتقص بسرعة موش normal mais bon wallah
1891.0,شنية أحسن forfait pour télétravail ؟ 🙌 franchement mais bon mouch logique
1892.0,app ma thebch t7el 😑 mais bon 👍 3lech haka ?
1893.0,juste نسأل ال4G متوفرة fi Sousse ؟ 😭 mais bon
1894.0,service client ما يجاوبش 100%
1895.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 mais bon wallah nchallah يتحسن
1896.0,اليوم réseau متوسط موش خايب 😂 mouch logique
1897.0,app جديدة و لا نفس النسخة ؟ 😂 3lech haka ?
1898.0,juste نسأل ال4G متوفرة fi Sousse ؟ 😅
1899.0,application سهلة برشا و service client محترم ❤️ 100% service محترم
1900.0,app ma thebch t7el 😑 yaatikom essa7a
1901.0,service rapide w support تجاوب معايا بسرعة ❤️
1902.0,débit faible برشا خاصة الليل mais bon 😂 100%
1903.0,فما عروض للطلاب ؟ franchement 😂 service محترم
1904.0,خلصت و ما تفعلش الforfait 😤 🙌
1905.0,service client ما يجاوبش nchallah يتحسن 👍 😅
1906.0,service client ما يجاوبش 😭 ❤️
1907.0,استعملت Topnet Money أول مرة mais bon nchallah يتحسن wallah top
1908.0,app ma thebch t7el 😑 100% yaatikom essa7a mais bon
1909.0,débit faible برشا خاصة الليل 👍 😭
1910.0,service rapide w support تجاوب معايا بسرعة yaatikom essa7a 😅 inchallah t7assnou
1911.0,service behya barcha 👌 réseau stable fi Nabeul nchallah يتحسن 3lech haka ?
1912.0,forfait يتقص بسرعة موش normal merci ❤️
1913.0,service behya barcha 👌 réseau stable fi Sfax 👍
1914.0,فما عروض للطلاب ؟ 🙌 100% yaatikom essa7a svp
1915.0,"merci Topnet, internet tayara اليوم 🔥 😅 inchallah t7assnou"
1916.0,internet بطيئة برشا اليوم bara choufou
1917.0,شكون يعرف كيفاش نفعل forfait internet ؟ nchallah يتحسن yaatikom essa7a 👍
1918.0,فما عروض للطلاب ؟ franchement
1919.0,شنية أحسن forfait pour télétravail ؟ franchement
1920.0,forfait يتقص بسرعة موش normal mais bon yaatikom essa7a 🙌
1921.0,app ma thebch t7el 😑 😭 service محترم
1922.0,"merci Topnet, internet tayara اليوم 🔥 👍"
1923.0,internet بطيئة برشا اليوم franchement nchallah يتحسن 3lech haka ?
1924.0,réseau y9os barcha fi Sousse 😒 🙌
1925.0,"merci Topnet, internet tayara اليوم 🔥 nchallah يتحسن bara choufou"
1926.0,service rapide w support تجاوب معايا بسرعة franchement nchallah يتحسن
1927.0,débit faible برشا خاصة الليل 😂 franchement 🙌 ena client depuis snin
1928.0,franchement satisfait بالـ 4G fi Sfax wallah
1929.0,connexion stable même filil 😍 mais bon 😂
1930.0,"merci Topnet, internet tayara اليوم 🔥 😂 😅"
1931.0,service client ما يجاوبش nchallah يتحسن
1932.0,prix معقول مقارنة بالباقي 😭 👍
1933.0,juste نسأل ال4G متوفرة fi Ariana ؟ 👍 franchement 100% inchallah t7assnou
1934.0,application سهلة برشا و service client محترم ❤️ 🙌 😂 100%
1935.0,فما عروض للطلاب ؟ 👍 franchement 🙌
1936.0,app جديدة و لا نفس النسخة ؟ 👍
1937.0,app جديدة و لا نفس النسخة ؟ wallah
1938.0,اليوم réseau متوسط موش خايب 🙌 ena client depuis snin
1939.0,شكون يعرف كيفاش نفعل forfait internet ؟ 🙌 wallah
1940.0,réseau y9os barcha fi Nabeul 😒 🙌 👍 inchallah t7assnou
1941.0,service client ما يجاوبش franchement 😅 👍 bara choufou
1942.0,service behya barcha 👌 réseau stable fi Sfax 😅 franchement 🙌
1943.0,app ma thebch t7el 😑 👍
1944.0,service rapide w support تجاوب معايا بسرعة yaatikom essa7a franchement
1945.0,"merci Topnet, internet tayara اليوم 🔥 😂 😭 mais bon top"
1946.0,اليوم réseau متوسط موش خايب 😭 mouch logique
1947.0,service rapide w support تجاوب معايا بسرعة 😅
1948.0,service client ما يجاوبش top
1949.0,service client ما يجاوبش yaatikom essa7a 🙌 franchement svp
1950.0,app جديدة و لا نفس النسخة ؟ 😭 😅 franchement
1951.0,استعملت Topnet Money أول مرة nchallah يتحسن wallah
1952.0,débit faible برشا خاصة الليل service محترم
1953.0,شنية أحسن forfait pour télétravail ؟ 😭 3lech haka ?
1954.0,شكون يعرف كيفاش نفعل forfait internet ؟ 🙌 merci ❤️
1955.0,réseau y9os barcha fi Hammamet 😒 mais bon 😅
1956.0,شنية أحسن forfait pour télétravail ؟ 😅 🙌
1957.0,connexion stable même filil 😍 mais bon 😅 👍 ena client depuis snin
1958.0,خلصت و ما تفعلش الforfait 😤 😂
1959.0,خلصت و ما تفعلش الforfait 😤 wallah
1960.0,service client ما يجاوبش 100% nchallah يتحسن mais bon
1961.0,forfait يتقص بسرعة موش normal 🙌
1962.0,connexion stable même filil 😍 nchallah يتحسن svp
1963.0,service behya barcha 👌 réseau stable fi La Marsa 🙌 mais bon 😂
1964.0,connexion stable même filil 😍 👍 😂
1965.0,topnet money سهللي برشا حاجات nchallah يتحسن wallah
1966.0,franchement satisfait بالـ 4G fi Bizerte yaatikom essa7a 100% 🙌
1967.0,internet بطيئة برشا اليوم wallah 🙌 yaatikom essa7a
1968.0,شكون يعرف كيفاش نفعل forfait internet ؟ mais bon yaatikom essa7a
1969.0,forfait mte3kom yesser mezyen مقارنة بالباقي mais bon franchement
1970.0,خلصت و ما تفعلش الforfait 😤 🙌 inchallah t7assnou
1971.0,prix معقول مقارنة بالباقي yaatikom essa7a 🙌 100% mouch logique
1972.0,service behya barcha 👌 réseau stable fi Tunis 100% 👍
1973.0,prix معقول مقارنة بالباقي franchement
1974.0,prix معقول مقارنة بالباقي 👍 😭 🙌 bara choufou
1975.0,prix معقول مقارنة بالباقي franchement ena client depuis snin
1976.0,service client ما يجاوبش 😭 wallah 😂
1977.0,app جديدة و لا نفس النسخة ؟ franchement 😂 mais bon
1978.0,forfait mte3kom yesser mezyen مقارنة بالباقي 100% nchallah يتحسن yaatikom essa7a ena client depuis snin
1979.0,فما عروض للطلاب ؟ 😂 svp
1980.0,connexion stable même filil 😍 👍 😂 yaatikom essa7a
1981.0,app جديدة و لا نفس النسخة ؟ 👍 😂
1982.0,اليوم réseau متوسط موش خايب yaatikom essa7a 😂 100%
1983.0,forfait يتقص بسرعة موش normal 😭 yaatikom essa7a
1984.0,service client ما يجاوبش 😭 nchallah يتحسن ena client depuis snin
1985.0,خلصت و ما تفعلش الforfait 😤 😭 👍 mais bon merci ❤️
1986.0,"merci Topnet, internet tayara اليوم 🔥 franchement"
1987.0,"merci Topnet, internet tayara اليوم 🔥 yaatikom essa7a 100%"
1988.0,réseau y9os barcha fi Hammamet 😒 yaatikom essa7a mais bon wallah mouch logique
1989.0,خلصت و ما تفعلش الforfait 😤 mais bon
1990.0,débit faible برشا خاصة الليل nchallah يتحسن
1991.0,internet بطيئة برشا اليوم 😭 mais bon 👍
1992.0,اليوم réseau متوسط موش خايب wallah svp
1993.0,réseau y9os barcha fi La Marsa 😒 😭 🙌 mais bon svp
1994.0,franchement satisfait بالـ 4G fi La Marsa 😂 😅 yaatikom essa7a service محترم
1995.0,débit faible برشا خاصة الليل 😂 !
1996.0,خلصت و ما تفعلش الforfait 😤 mais bon franchement wallah
1997.0,topnet money سهللي برشا حاجات 👍 mais bon
1998.0,فما عروض للطلاب ؟ 🙌 franchement service محترم
1999.0,service rapide w support تجاوب معايا بسرعة 🙌 😭 😅
2000.0,شنية أحسن forfait pour télétravail ؟ wallah 😭 yaatikom essa7a
2001.0,connexion stable même filil 😍 😭 100% 😂 svp
2002.0,application سهلة برشا و service client محترم ❤️ franchement 😅 100% bara choufou
2003.0,استعملت Topnet Money أول مرة 😭 😅
2004.0,application سهلة برشا و service client محترم ❤️ 😂 ena client depuis snin
2005.0,خلصت و ما تفعلش الforfait 😤 100% mais bon 🙌
2006.0,débit faible برشا خاصة الليل 😭 franchement ena client depuis snin
2007.0,forfait mte3kom yesser mezyen مقارنة بالباقي wallah 😅 merci ❤️
2008.0,فما عروض للطلاب ؟ 😅 service محترم
2009.0,forfait يتقص بسرعة موش normal 🙌 😅
2010.0,service behya barcha 👌 réseau stable fi Sousse nchallah يتحسن franchement 😅 bara choufou
2011.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 😭 😂
2012.0,franchement satisfait بالـ 4G fi Gabes franchement 😂
2013.0,استعملت Topnet Money أول مرة 🙌 nchallah يتحسن
2014.0,app ma thebch t7el 😑
2015.0,service client ما يجاوبش yaatikom essa7a service محترم
2016.0,application سهلة برشا و service client محترم ❤️ 😂 mais bon yaatikom essa7a
2017.0,"merci Topnet, internet tayara اليوم 🔥 😅 wallah 3lech haka ?"
2018.0,service behya barcha 👌 réseau stable fi Kairouan mais bon
2019.0,topnet money سهللي برشا حاجات 😅 😂
2020.0,"merci Topnet, internet tayara اليوم 🔥 😭"
2021.0,réseau y9os barcha fi Sousse 😒 wallah 100%
2022.0,prix معقول مقارنة بالباقي 😂 top
2023.0,app ma thebch t7el 😑 😂 !
2024.0,franchement satisfait بالـ 4G fi Sfax mais bon mouch logique
2025.0,topnet money سهللي برشا حاجات wallah 😅
2026.0,forfait mte3kom yesser mezyen مقارنة بالباقي nchallah يتحسن
2027.0,service behya barcha 👌 réseau stable fi Monastir franchement 100%
2028.0,forfait يتقص بسرعة موش normal mais bon 100%
2029.0,خلصت و ما تفعلش الforfait 😤 😂 mais bon 😅 svp
2030.0,topnet money سهللي برشا حاجات nchallah يتحسن wallah ena client depuis snin
2031.0,service client ما يجاوبش yaatikom essa7a nchallah يتحسن
2032.0,application سهلة برشا و service client محترم ❤️ mais bon 😂
2033.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 wallah 😂
2034.0,franchement satisfait بالـ 4G fi Nabeul 👍
2035.0,topnet money سهللي برشا حاجات mais bon merci ❤️
2036.0,topnet money سهللي برشا حاجات franchement yaatikom essa7a
2037.0,اليوم réseau متوسط موش خايب franchement nchallah يتحسن wallah bara choufou
2038.0,topnet money سهللي برشا حاجات 😅
2039.0,franchement satisfait بالـ 4G fi Kairouan 😅
2040.0,connexion stable même filil 😍 wallah !
2041.0,forfait mte3kom yesser mezyen مقارنة بالباقي 😂 mais bon merci ❤️
2042.0,app ma thebch t7el 😑 ❤️
2043.0,débit faible برشا خاصة الليل 😭 nchallah يتحسن
2044.0,شكون يعرف كيفاش نفعل forfait internet ؟ 😅 😭
2045.0,prix معقول مقارنة بالباقي franchement 😅 😂 merci ❤️
2046.0,app ma thebch t7el 😑 😅 🙌
2047.0,فما عروض للطلاب ؟ 😭 ena client depuis snin
2048.0,prix معقول مقارنة بالباقي 😭 😂
2049.0,شكون يعرف كيفاش نفعل forfait internet ؟ yaatikom essa7a wallah ena client depuis snin
2050.0,"merci Topnet, internet tayara اليوم 🔥 😂 nchallah يتحسن"
2051.0,service behya barcha 👌 réseau stable fi Sousse 100% !
2052.0,topnet money سهللي برشا حاجات 👍 🙌
2053.0,"merci Topnet, internet tayara اليوم 🔥 🙌 wallah"
2054.0,service behya barcha 👌 réseau stable fi Bizerte franchement wallah 100% merci ❤️
2055.0,شكون يعرف كيفاش نفعل forfait internet ؟ yaatikom essa7a 👍 franchement
2056.0,juste نسأل ال4G متوفرة fi Kairouan ؟ 🙌
2057.0,فما عروض للطلاب ؟ 👍 100% nchallah يتحسن
2058.0,فما عروض للطلاب ؟ 🙌
2059.0,réseau y9os barcha fi Ariana 😒 👍 😭
2060.0,service behya barcha 👌 réseau stable fi Nabeul nchallah يتحسن 😅 😂 top
2061.0,service rapide w support تجاوب معايا بسرعة 👍 😅
2062.0,service behya barcha 👌 réseau stable fi La Marsa wallah franchement
2063.0,استعملت Topnet Money أول مرة mais bon mouch logique
2064.0,topnet money سهللي برشا حاجات nchallah يتحسن franchement
2065.0,débit faible برشا خاصة الليل 😂 👍 3lech haka ?
2066.0,اليوم réseau متوسط موش خايب 👍
2067.0,forfait mte3kom yesser mezyen مقارنة بالباقي 😅 mais bon svp
2068.0,prix معقول مقارنة بالباقي wallah mais bon yaatikom essa7a merci ❤️
2069.0,juste نسأل ال4G متوفرة fi Tunis ؟ 😂
2070.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 😭 nchallah يتحسن
2071.0,خلصت و ما تفعلش الforfait 😤 wallah mais bon 😂 mouch logique
2072.0,اليوم réseau متوسط موش خايب 😅 😂
2073.0,استعملت Topnet Money أول مرة nchallah يتحسن
2074.0,chnowa هالخدمة؟؟ كل مرة coupure 😡 👍 😅
2075.0,service client ما يجاوبش franchement 👍 😂
2076.0,connexion stable même filil 😍 😂 😅
2077.0,app ma thebch t7el 😑 100% 🙌 wallah
2078.0,خلصت و ما تفعلش الforfait 😤 🙌 yaatikom essa7a svp
2079.0,forfait mte3kom yesser mezyen مقارنة بالباقي nchallah يتحسن ❤️
2080.0,app ma thebch t7el 😑 100% ..
2081.0,اليوم réseau متوسط موش خايب nchallah يتحسن yaatikom essa7a mais bon
2082.0,connexion stable même filil 😍 nchallah يتحسن wallah
2083.0,app جديدة و لا نفس النسخة ؟ wallah franchement 👍
2084.0,خلصت و ما تفعلش الforfait 😤 franchement yaatikom essa7a
2085.0,juste نسأل ال4G متوفرة fi Monastir ؟ nchallah يتحسن mouch logique
2086.0,application سهلة برشا و service client محترم ❤️ 😅 franchement
2087.0,réseau y9os barcha fi Sousse 😒 😭
2088.0,forfait mte3kom yesser mezyen مقارنة بالباقي nchallah يتحسن ..
2089.0,débit faible برشا خاصة الليل nchallah يتحسن ❤️
2090.0,internet بطيئة برشا اليوم 😂 service محترم
2091.0,prix معقول مقارنة بالباقي 😅 nchallah يتحسن mais bon
2092.0,prix معقول مقارنة بالباقي 😂 👍 100%
2093.0,application سهلة برشا و service client محترم ❤️
2094.0,forfait mte3kom yesser mezyen مقارنة بالباقي 👍 wallah 100% svp
2095.0,شكون يعرف كيفاش نفعل forfait internet ؟ nchallah يتحسن 3lech haka ?
2096.0,prix معقول مقارنة بالباقي yaatikom essa7a mais bon top
2097.0,hhhh 3aychek ya topnet
2098.0,topnet ramadan special? debit renforce le soir inchallah?
2099.0,"vitesse w prix w service, kol chay tamam 3andi 7amdella m3a topnet"
2100.0,3awed 9adhi el 3am w topnet mazal nafs el moshkla 😒
2101.0,"3andi coupure totale mn 3 jours walla, sma7lu"
2102.0,"3andi jirani 3al fibre TT w 5demethom khir, far9 fi prix?"
2103.0,"el ping mte3i 8ms 3al fibre topnet, parfait lel gaming online"
2104.0,"coupure 3 jours w teknicien ma jiech, kifech haka barcha"
2105.0,ya rabbi ana nchark w narbah 🙏 inchallah
2106.0,ya3tik essa7a topnet
2107.0,الدخول المدرسي ما يجيش بلا مشاكل إنترنت عند توبنت 😮
2108.0,"2023 passe et toujours memes problemes, espoir pour 2024"
2109.0,"ma nella9ach el reseau fi les parametres, router ma zarhach?"
2110.0,"3andi router tawa5er, ynji teknicien fi w9et mri9?"
2111.0,"el bnet w el wled 3andhem zoom kol sba7 w net ta7, mochkla"
2112.0,el service client 9ali 48h w 3 jours w ma7ad ji 7ata barcha
2113.0,chkoun y3awedni bel mise a jour adresse fi el dossier mte3i?
2114.0,lilt el 3acher ta9ta3 el internet w ana nfarrij el quran 😢
2115.0,"3andi 3onwan jedid, kifech nt7awwal m3a nafs el abonnement topnet?"
2116.0,3andi fibre w debit mch behia kima 9alu fi el contrat
2117.0,الاتصال قطع من البارح والخدمة صفر 😡
2118.0,"decembre w el 3ayla fi el dar, wifi sature w coupures"
2119.0,@Bilel Souissi kifech connexion mte3ek m3a topnet fi jiha mte3ek?
2120.0,router ta3 topnet ma5demch men jom3a kamilet sma7lu
2121.0,comparatif detaille topnet vs concurrents existe quelque part?
2122.0,"@Karim Hajlaoui ma tsma3 ken, badel topnet rah 😂"
2123.0,👍 merci
2124.0,"3andi mochkla fi el payment online, ma ya9balch carte mte3i fi site"
2125.0,ping fi online gaming 300ms m3a topnet fibre 😭 walla
2126.0,"@Sonia Riahi ma tsma3 ken, badel topnet rah 😂"
2127.0,"3ayeth 3al numero, 45 daqi9a w ma7ad redd 😡 ma3koul"
2128.0,"les fetes approchent et la connexion est instable, topnet??"
2129.0,"el QoS fi el router, kifech na3mel settings lel gaming online?"
2130.0,service client 3ayeth 7 marrat w ma7ad redd 3liya walla
2131.0,"connexion tombe a chaque appel video, vraiment problematique pour le travail"
2132.0,matfoutkouch ❤️ topnet
2133.0,"jirani 3andou hexabyte w ping khir lel gaming, topnet similar?"
2134.0,comment optimiser le wifi pour le gaming avec topnet?
2135.0,comment mettre a jour le firmware du routeur topnet?
2136.0,baraka 3likom topnet ❤️
2137.0,"topnet 3andha panne generale fi el hay mte3i, chkoun moch ena el mochkla"
2138.0,"connexion mte3kom bata2a barcha, ma9dar na3mel 7ata 7aja"
2139.0,le chat en ligne topnet ne repond jamais meme pendant heures ouvrables
2140.0,"technicien venu 3 fois, panne toujours la. que faire svp?"
